Results from heasarc_fermigtrig: Fermi GBM Trigger Catalog
Coordinate system: Equatorial
|trigger_name|name          |ra        |dec      |time                   |end_time               |trigger_time           |trigger_type|reliability|
|bn240726611 |LOCLPAR2407266|00 26 20.0|-44 00 00|2024-07-26 14:39:23.189|2024-07-26 14:47:42.909|2024-07-26 14:39:45.717|LOCLPAR     |     1.0000|
|bn240305409 |GRB240305409  |00 25 06.7|-43 54 14|2024-03-05 09:47:06.606|2024-03-05 09:57:21.016|2024-03-05 09:49:21.264|GRB         |     1.0000|
|bn240915846 |LOCLPAR2409158|02 37 16.0|-43 20 00|2024-09-15 20:16:11.807|2024-09-15 20:19:11.009|2024-09-15 20:18:24.929|LOCLPAR     |     1.0000|
|bn240701493 |LOCLPAR2407014|12 09 28.1|-43 05 00|2024-07-01 11:47:35.383|2024-07-01 11:50:27.418|2024-07-01 11:49:47.481|LOCLPAR     |     1.0000|
|bn241006437 |UNRELOC2410064|17 02 40.0|-42 50 00|2024-10-06 10:28:26.367|2024-10-06 10:36:54.280|2024-10-06 10:28:51.936|UNCERT      |     1.0000|
|bn241230704 |SFL241230704  |18 49 56.0|-42 45 00|2024-12-30 16:50:54.848|2024-12-30 16:55:33.380|2024-12-30 16:53:10.978|SFLARE      |     0.8510|
|bn240807920 |GRB240807920  |19 49 24.0|-42 42 36|2024-08-07 22:01:56.624|2024-08-07 22:12:11.036|2024-08-07 22:04:13.587|GRB         |     0.4941|
|bn240808398 |TGF240808398  |22 59 44.0|-42 40 00|2024-08-08 09:31:17.293|2024-08-08 09:41:31.706|2024-08-08 09:33:32.736|TGF         |     1.0000|
|bn241016730 |LOCLPAR2410167|19 19 09.6|-42 29 24|2024-10-16 17:29:20.316|2024-10-16 17:39:34.729|2024-10-16 17:31:33.823|LOCLPAR     |     1.0000|
|bn240612552 |UNCERT24061255|00 33 28.8|-42 09 00|2024-06-12 13:12:34.595|2024-06-12 13:22:40.815|2024-06-12 13:14:45.670|UNCERT      |     1.0000|
|bn240518075 |LOCLPAR2405180|07 31 28.1|-42 09 00|2024-05-18 01:46:11.616|2024-05-18 01:56:26.026|2024-05-18 01:48:26.786|LOCLPAR     |     1.0000|
|bn240512956 |LOCLPAR2405129|17 02 43.9|-42 08 00|2024-05-12 22:54:18.830|2024-05-12 23:04:33.242|2024-05-12 22:56:35.760|LOCLPAR     |     1.0000|
|bn240512977 |LOCLPAR2405129|17 02 43.9|-42 08 00|2024-05-12 23:24:51.107|2024-05-12 23:35:05.520|2024-05-12 23:27:06.278|LOCLPAR     |     1.0000|
|bn240306282 |GRB240306282  |01 22 26.4|-41 57 00|2024-03-06 06:43:38.623|2024-03-06 06:53:44.841|2024-03-06 06:45:50.209|GRB         |     0.9333|
|bn240605171 |GRB240605171  |06 01 38.4|-41 37 48|2024-06-05 04:04:00.016|2024-06-05 04:14:14.426|2024-06-05 04:06:18.722|GRB         |     0.9686|
|bn240912547 |LOCLPAR2409125|01 22 28.0|-41 32 00|2024-09-12 13:06:37.087|2024-09-12 13:16:10.536|2024-09-12 13:08:14.368|LOCLPAR     |     1.0000|
|bn240810880 |GRB240810880  |09 20 21.6|-41 24 00|2024-08-10 21:05:05.305|2024-08-10 21:15:19.716|2024-08-10 21:07:19.883|GRB         |     0.9529|
|bn240812255 |LOCLPAR2408122|04 15 20.0|-41 20 00|2024-08-12 06:04:42.846|2024-08-12 06:14:53.617|2024-08-12 06:06:55.968|LOCLPAR     |     1.0000|
|bn240511243 |LOCLPAR2405112|01 30 44.0|-41 15 00|2024-05-11 05:47:15.343|2024-05-11 05:53:41.007|2024-05-11 05:49:33.418|LOCLPAR     |     1.0000|
|bn241015674 |TGF241015674  |04 06 16.0|-41 14 00|2024-10-15 16:08:22.354|2024-10-15 16:18:36.767|2024-10-15 16:10:40.100|TGF         |     1.0000|
|bn240730358 |UNRELOC2407303|03 03 08.0|-41 08 00|2024-07-30 08:32:59.357|2024-07-30 08:43:13.769|2024-07-30 08:35:18.368|UNCERT      |     1.0000|
|bn240526898 |LOCLPAR2405268|03 28 40.0|-41 07 00|2024-05-26 21:30:46.662|2024-05-26 21:41:01.072|2024-05-26 21:32:59.784|LOCLPAR     |     1.0000|
|bn241016680 |GRB241016680  |07 14 43.2|-40 49 12|2024-10-16 16:17:33.346|2024-10-16 16:27:47.758|2024-10-16 16:19:50.852|GRB         |     1.0000|
|bn241009734 |LOCLPAR2410097|20 33 45.6|-40 42 00|2024-10-09 17:34:27.630|2024-10-09 17:44:42.042|2024-10-09 17:36:44.848|LOCLPAR     |     1.0000|
|bn240815147 |LOCLPAR2408151|13 29 12.0|-40 40 00|2024-08-15 03:30:03.547|2024-08-15 03:39:53.380|2024-08-15 03:31:51.068|LOCLPAR     |     1.0000|
|bn240914526 |LOCLPAR2409145|23 56 19.9|-40 39 00|2024-09-14 12:35:24.283|2024-09-14 12:43:15.675|2024-09-14 12:37:37.405|LOCLPAR     |     1.0000|
|bn240904720 |LOCLPAR2409047|11 18 16.8|-40 34 12|2024-09-04 17:13:51.207|2024-09-04 17:16:15.594|2024-09-04 17:16:08.937|LOCLPAR     |     1.0000|
|bn240921826 |UNCERT24092182|06 41 36.0|-40 09 00|2024-09-21 19:47:36.111|2024-09-21 19:57:50.522|2024-09-21 19:49:51.025|UNCERT      |     1.0000|
|bn240226815 |GRB240226815  |19 22 09.6|-40 05 24|2024-02-26 19:30:56.249|2024-02-26 19:41:02.469|2024-02-26 19:33:07.323|GRB         |     0.8510|
|bn240303837 |GRB240303837  |21 59 43.2|-39 46 48|2024-03-03 20:02:54.947|2024-03-03 20:13:09.360|2024-03-03 20:05:08.646|GRB         |     1.0000|
|bn240822964 |UNRELOC2408229|18 40 28.0|-39 46 00|2024-08-22 23:05:15.841|2024-08-22 23:15:30.252|2024-08-22 23:07:30.116|UNCERT      |     1.0000|
|bn241005033 |LOCLPAR2410050|15 40 12.0|-39 19 00|2024-10-05 00:45:19.376|2024-10-05 00:55:01.017|2024-10-05 00:46:58.705|LOCLPAR     |     1.0000|
|bn240812186 |LOCLPAR2408121|16 45 55.9|-39 07 00|2024-08-12 04:24:55.431|2024-08-12 04:35:09.842|2024-08-12 04:27:08.553|LOCLPAR     |     1.0000|
|bn240325600 |TGF240325600  |11 53 36.0|-38 59 00|2024-03-25 14:21:40.887|2024-03-25 14:31:47.107|2024-03-25 14:23:52.378|TGF         |     1.0000|
|bn240629704 |GRB240629704  |20 58 04.8|-38 49 48|2024-06-29 16:51:39.095|2024-06-29 17:01:53.507|2024-06-29 16:53:52.729|GRB         |     1.0000|
|bn240923291 |TGF240923291  |07 35 20.0|-38 29 00|2024-09-23 06:56:11.648|2024-09-23 07:06:26.061|2024-09-23 06:58:24.387|TGF         |     1.0000|
|bn241112002 |UNCERT24111200|05 33 40.0|-37 55 00|2024-11-12 00:00:30.789|2024-11-12 00:10:45.200|2024-11-12 00:02:46.856|UNCERT      |     1.0000|
|bn240906335 |TGF240906335  |04 20 44.0|-37 33 00|2024-09-06 07:59:48.225|2024-09-06 08:10:02.634|2024-09-06 08:02:02.179|TGF         |     1.0000|
|bn240903738 |LOCLPAR2409037|06 07 32.0|-37 32 00|2024-09-03 17:40:50.436|2024-09-03 17:51:04.847|2024-09-03 17:43:05.607|LOCLPAR     |     1.0000|
|bn240727250 |GRB240727250  |06 31 08.6|-37 10 48|2024-07-27 05:57:50.463|2024-07-27 06:08:04.872|2024-07-27 06:00:08.961|GRB         |     1.0000|
|bn240513142 |LOCLPAR2405131|10 19 00.0|-37 06 00|2024-05-13 03:22:07.723|2024-05-13 03:32:22.135|2024-05-13 03:24:20.846|LOCLPAR     |     1.0000|
|bn240509775 |UNCERT24050977|13 04 36.0|-36 50 00|2024-05-09 18:33:49.600|2024-05-09 18:44:04.013|2024-05-09 18:36:02.978|UNCERT      |     1.0000|
|bn240507745 |TGF240507745  |22 04 52.1|-36 39 00|2024-05-07 17:50:41.888|2024-05-07 18:00:56.300|2024-05-07 17:52:55.603|TGF         |     1.0000|
|bn240905712 |LOCLPAR2409057|05 33 48.0|-36 34 00|2024-09-05 17:04:53.377|2024-09-05 17:13:13.098|2024-09-05 17:05:15.393|LOCLPAR     |     1.0000|
|bn240603423 |GRB240603423  |18 10 19.2|-35 46 48|2024-06-03 10:06:59.248|2024-06-03 10:17:13.657|2024-06-03 10:09:11.346|GRB         |     0.8980|
|bn240925642 |LOCLPAR2409256|21 01 07.9|-35 36 00|2024-09-25 15:22:11.268|2024-09-25 15:24:30.534|2024-09-25 15:24:26.438|LOCLPAR     |     1.0000|
|bn240409573 |TGF240409573  |00 21 20.0|-35 33 00|2024-04-09 13:44:48.846|2024-04-09 13:45:24.687|2024-04-09 13:44:57.534|TGF         |     1.0000|
|bn240821066 |LOCLPAR2408210|12 56 43.9|-35 09 00|2024-08-21 01:32:45.069|2024-08-21 01:36:09.873|2024-08-21 01:34:58.191|LOCLPAR     |     1.0000|
|bn240716797 |TGF240716797  |01 51 28.0|-34 45 00|2024-07-16 19:05:29.125|2024-07-16 19:15:43.535|2024-07-16 19:07:43.783|TGF         |     1.0000|
|bn241230898 |SFL241230898  |18 36 28.0|-34 40 00|2024-12-30 21:31:02.021|2024-12-30 21:41:16.432|2024-12-30 21:33:15.911|SFLARE      |     0.7255|
|bn241223506 |GRB241223506  |10 39 55.2|-34 36 36|2024-12-23 12:06:28.773|2024-12-23 12:16:43.184|2024-12-23 12:08:46.632|GRB         |     1.0000|
|bn240828567 |LOCLPAR2408285|10 03 36.0|-34 35 00|2024-08-28 13:34:19.741|2024-08-28 13:44:34.151|2024-08-28 13:36:32.863|LOCLPAR     |     1.0000|
|bn240914365 |TGF240914365  |01 59 24.0|-34 27 00|2024-09-14 08:43:43.394|2024-09-14 08:53:33.227|2024-09-14 08:45:55.844|TGF         |     1.0000|
|bn240320831 |GRB240320831  |18 20 40.8|-34 13 12|2024-03-20 19:54:03.433|2024-03-20 20:04:09.652|2024-03-20 19:56:15.019|GRB         |     1.0000|
|bn240818441 |LOCLPAR2408184|13 47 19.9|-34 02 00|2024-08-18 10:32:08.077|2024-08-18 10:34:51.919|2024-08-18 10:34:23.247|LOCLPAR     |     1.0000|
|bn240828702 |LOCLPAR2408287|10 43 36.0|-33 50 00|2024-08-28 16:48:56.212|2024-08-28 16:59:10.622|2024-08-28 16:51:09.078|LOCLPAR     |     1.0000|
|bn240521631 |GRB240521631  |23 42 45.1|-33 43 17|2024-05-21 15:06:45.984|2024-05-21 15:16:52.202|2024-05-21 15:08:57.058|GRB         |     1.0000|
|bn240829876 |LOCLPAR2408298|09 12 48.0|-33 26 00|2024-08-29 21:01:13.552|2024-08-29 21:02:32.401|2024-08-29 21:01:54.513|LOCLPAR     |     1.0000|
|bn240813171 |LOCLPAR2408131|16 26 55.9|-33 21 00|2024-08-13 04:03:30.079|2024-08-13 04:13:44.491|2024-08-13 04:05:43.202|LOCLPAR     |     1.0000|
|bn240511178 |LOCLPAR2405111|12 25 07.9|-33 18 00|2024-05-11 04:14:24.533|2024-05-11 04:24:38.945|2024-05-11 04:16:37.176|LOCLPAR     |     1.0000|
|bn241008324 |LOCLPAR2410083|15 39 28.1|-33 18 00|2024-10-08 07:44:56.724|2024-10-08 07:48:37.911|2024-10-08 07:47:11.894|LOCLPAR     |     1.0000|
|bn241211100 |GRB241211100  |17 46 38.4|-33 17 24|2024-12-11 02:21:04.336|2024-12-11 02:31:18.747|2024-12-11 02:23:21.875|GRB         |     0.9529|
|bn240727994 |GRB240727994  |07 41 55.2|-33 00 36|2024-07-27 23:49:31.923|2024-07-27 23:59:46.334|2024-07-27 23:51:46.069|GRB         |     0.7137|
|bn240822388 |LOCLPAR2408223|13 53 07.9|-32 53 00|2024-08-22 09:17:03.631|2024-08-22 09:19:24.945|2024-08-22 09:19:14.705|LOCLPAR     |     1.0000|
|bn241013936 |GRB241013936  |09 53 28.8|-32 20 24|2024-10-13 22:25:28.272|2024-10-13 22:35:42.685|2024-10-13 22:27:42.035|GRB         |     0.9765|
|bn240607459 |GRB240607459  |01 11 14.4|-32 04 48|2024-06-07 10:58:56.580|2024-06-07 11:09:10.990|2024-06-07 11:01:14.310|GRB         |     0.9451|
|bn240516506 |UNCERT24051650|21 53 04.1|-32 04 00|2024-05-16 12:05:45.790|2024-05-16 12:10:57.091|2024-05-16 12:07:58.912|UNCERT      |     1.0000|
|bn241217162 |TGF241217162  |07 57 40.0|-32 02 00|2024-12-17 03:50:50.462|2024-12-17 04:01:04.873|2024-12-17 03:53:07.745|TGF         |     1.0000|
|bn240324723 |LOCLPAR2403247|18 54 55.9|-31 55 00|2024-03-24 17:19:14.355|2024-03-24 17:29:28.766|2024-03-24 17:21:27.477|LOCLPAR     |     1.0000|
|bn240925241 |DISTPAR2409252|21 40 24.0|-30 51 00|2024-09-25 05:44:46.347|2024-09-25 05:48:06.030|2024-09-25 05:47:04.237|DISTPAR     |     1.0000|
|bn240901770 |LOCLPAR2409017|08 16 36.0|-30 27 00|2024-09-01 18:27:14.713|2024-09-01 18:37:29.125|2024-09-01 18:29:29.884|LOCLPAR     |     1.0000|
|bn240628817 |GRB240628817  |13 14 40.8|-30 18 00|2024-06-28 19:34:19.473|2024-06-28 19:44:33.885|2024-06-28 19:36:35.603|GRB         |     0.9412|
|bn240602012 |UNCERT24060201|07 59 16.1|-30 13 00|2024-06-02 00:14:43.546|2024-06-02 00:18:16.542|2024-06-02 00:16:56.156|UNCERT      |     1.0000|
|bn241230164 |LOCLPAR2412301|17 09 04.1|-30 10 00|2024-12-30 03:56:02.542|2024-12-30 04:04:22.262|2024-12-30 03:56:25.070|LOCLPAR     |     1.0000|
|bn240422348 |TGF240422348  |23 44 31.9|-30 04 00|2024-04-22 08:19:00.075|2024-04-22 08:29:06.293|2024-04-22 08:21:11.549|TGF         |     1.0000|
|bn240715239 |GRB240715239  |00 33 33.6|-29 25 12|2024-07-15 05:41:49.638|2024-07-15 05:51:55.856|2024-07-15 05:44:03.256|GRB         |     0.9647|
|bn240824640 |GRB240824640  |10 10 19.2|-28 26 24|2024-08-24 15:20:01.800|2024-08-24 15:30:16.209|2024-08-24 15:22:15.946|GRB         |     1.0000|
|bn240921357 |LOCLPAR2409213|06 36 44.0|-27 55 00|2024-09-21 08:32:16.481|2024-09-21 08:42:06.316|2024-09-21 08:34:11.171|LOCLPAR     |     1.0000|
|bn241223214 |SFL241223214  |17 49 40.0|-27 52 00|2024-12-23 05:07:22.351|2024-12-23 05:16:31.224|2024-12-23 05:08:29.584|SFLARE      |     0.7569|
|bn240602419 |GRB240602419  |13 07 57.6|-27 38 24|2024-06-02 10:00:55.152|2024-06-02 10:11:09.562|2024-06-02 10:03:07.154|GRB         |     1.0000|
|bn241024337 |GRB241024337  |07 49 04.8|-27 36 36|2024-10-24 08:03:32.880|2024-10-24 08:13:47.290|2024-10-24 08:05:48.050|GRB         |     1.0000|
|bn240513307 |GRB240513307  |10 53 36.0|-27 30 00|2024-05-13 07:19:45.172|2024-05-13 07:29:59.585|2024-05-13 07:22:02.551|GRB         |     1.0000|
|bn240404110 |GRB240404110  |17 07 48.0|-27 20 24|2024-04-04 02:35:50.229|2024-04-04 02:41:09.723|2024-04-04 02:38:04.631|GRB         |     0.9255|
|bn240909661 |LOCLPAR2409096|05 34 40.0|-27 16 00|2024-09-09 15:51:55.076|2024-09-09 15:53:13.925|2024-09-09 15:52:19.652|LOCLPAR     |     1.0000|
|bn240420190 |GRB240420190  |17 04 21.6|-27 01 12|2024-04-20 04:31:28.354|2024-04-20 04:36:47.847|2024-04-20 04:33:45.572|GRB         |     0.6000|
|bn240826401 |UNCERT24082640|17 15 09.6|-26 42 36|2024-08-26 09:35:42.284|2024-08-26 09:43:45.620|2024-08-26 09:37:59.758|UNCERT      |     1.0000|
|bn240907687 |LOCLPAR2409076|06 06 20.0|-26 32 00|2024-09-07 16:28:49.688|2024-09-07 16:31:41.723|2024-09-07 16:29:35.768|LOCLPAR     |     1.0000|
|bn240519298 |TGF240519298  |07 49 28.8|-26 30 00|2024-05-19 07:06:59.314|2024-05-19 07:17:13.724|2024-05-19 07:09:15.668|TGF         |     1.0000|
|bn240726660 |TGF240726660  |03 07 43.2|-26 27 00|2024-07-26 15:48:19.065|2024-07-26 15:58:33.474|2024-07-26 15:50:31.035|TGF         |     1.0000|
|bn240911535 |UNCERT24091153|09 15 07.9|-26 27 00|2024-09-11 12:47:28.760|2024-09-11 12:57:43.170|2024-09-11 12:49:47.514|UNCERT      |     1.0000|
|bn241130968 |GRB241130968  |06 41 09.6|-26 22 48|2024-11-30 23:11:34.205|2024-11-30 23:21:40.427|2024-11-30 23:13:45.376|GRB         |     0.9608|
|bn240923268 |UNCERT24092326|15 08 19.9|-25 21 00|2024-09-23 06:23:52.048|2024-09-23 06:34:06.460|2024-09-23 06:26:10.675|UNCERT      |     1.0000|
|bn240718270 |GRB240718270  |17 11 07.2|-25 06 36|2024-07-18 06:26:42.576|2024-07-18 06:36:40.602|2024-07-18 06:29:00.434|GRB         |     1.0000|
|bn240830727 |UNCERT24083072|19 37 00.0|-24 54 00|2024-08-30 17:24:31.741|2024-08-30 17:34:46.152|2024-08-30 17:26:47.871|UNCERT      |     1.0000|
|bn240905053 |GRB240905053  |18 01 52.8|-24 42 36|2024-09-05 01:14:01.156|2024-09-05 01:24:15.567|2024-09-05 01:16:17.094|GRB         |     0.9255|
|bn240226236 |GRB240226236  |22 48 19.2|-24 38 24|2024-02-26 05:37:53.505|2024-02-26 05:47:59.726|2024-02-26 05:40:04.580|GRB         |     1.0000|
|bn240510977 |LOCLPAR2405109|21 55 55.9|-23 50 00|2024-05-10 23:24:51.706|2024-05-10 23:35:06.118|2024-05-10 23:27:06.877|LOCLPAR     |     1.0000|
|bn240130149 |UNCERT24013014|12 20 55.9|-23 36 00|2024-01-30 03:32:24.679|2024-01-30 03:42:39.090|2024-01-30 03:34:43.097|UNCERT      |     1.0000|
|bn241221962 |SFLARE24122196|18 01 03.8|-23 26 09|2024-12-21 23:02:31.810|2024-12-21 23:12:46.221|2024-12-21 23:04:43.684|SFLARE      |     1.0000|
|bn241222173 |SFLARE24122217|18 02 00.2|-23 26 07|2024-12-22 04:06:36.038|2024-12-22 04:16:50.449|2024-12-22 04:08:54.984|SFLARE      |     1.0000|
|bn241221175 |SFLARE24122117|17 57 34.3|-23 26 06|2024-12-21 04:09:35.516|2024-12-21 04:19:49.927|2024-12-21 04:11:54.430|SFLARE      |     1.0000|
|bn241221026 |SFLARE24122102|17 56 54.5|-23 26 03|2024-12-21 00:34:27.026|2024-12-21 00:44:41.437|2024-12-21 00:36:44.244|SFLARE      |     1.0000|
|bn241222436 |SFLARE24122243|18 03 10.3|-23 26 02|2024-12-22 10:25:53.649|2024-12-22 10:36:08.060|2024-12-22 10:28:06.867|SFLARE      |     1.0000|
|bn241220700 |SFLARE24122070|17 55 27.8|-23 25 55|2024-12-20 16:45:31.300|2024-12-20 16:55:45.711|2024-12-20 16:47:45.126|SFLARE      |     1.0000|
|bn241222866 |SFLARE24122286|18 05 04.8|-23 25 51|2024-12-22 20:45:06.774|2024-12-22 20:55:21.184|2024-12-22 20:47:23.160|SFLARE      |     1.0000|
|bn241223077 |SFLARE24122307|18 06 01.0|-23 25 44|2024-12-23 01:48:38.247|2024-12-23 01:58:52.657|2024-12-23 01:50:54.313|SFLARE      |     1.0000|
|bn241220308 |SFLARE24122030|17 53 43.4|-23 25 42|2024-12-20 07:21:18.263|2024-12-20 07:31:32.674|2024-12-20 07:23:31.929|SFLARE      |     1.0000|
|bn241223269 |SFL241223269  |18 06 52.3|-23 25 36|2024-12-23 06:25:21.268|2024-12-23 06:35:35.678|2024-12-23 06:27:38.774|SFLARE      |     1.0000|
|bn241219790 |SFLARE24121979|17 51 25.7|-23 25 17|2024-12-19 18:55:41.803|2024-12-19 19:04:42.485|2024-12-19 18:57:56.461|SFLARE      |     1.0000|
|bn241219647 |SFLARE24121964|17 50 47.3|-23 25 09|2024-12-19 15:28:55.495|2024-12-19 15:39:09.906|2024-12-19 15:31:11.434|SFLARE      |     1.0000|
|bn241219577 |SFLARE24121957|17 50 28.8|-23 25 05|2024-12-19 13:48:21.113|2024-12-19 13:58:35.523|2024-12-19 13:50:36.411|SFLARE      |     1.0000|
|bn241224012 |SFLARE24122401|18 10 10.1|-23 24 56|2024-12-24 00:14:23.875|2024-12-24 00:24:38.287|2024-12-24 00:16:36.262|SFLARE      |     1.0000|
|bn241225200 |SFLARE24122520|18 15 26.4|-23 23 19|2024-12-25 04:44:59.550|2024-12-25 04:55:13.962|2024-12-25 04:47:18.113|SFLARE      |     1.0000|
|bn241226775 |SFLARE24122677|18 22 25.7|-23 20 09|2024-12-26 18:33:24.001|2024-12-26 18:43:22.028|2024-12-26 18:35:25.859|SFLARE      |     1.0000|
|bn241215849 |SFLARE24121584|17 33 57.4|-23 18 04|2024-12-15 20:19:49.207|2024-12-15 20:27:27.967|2024-12-15 20:22:06.201|SFLARE      |     1.0000|
|bn241227606 |SFLARE24122760|18 26 07.0|-23 18 01|2024-12-27 14:30:05.884|2024-12-27 14:37:28.260|2024-12-27 14:32:19.231|SFLARE      |     1.0000|
|bn240313903 |TGF240313903  |16 22 00.0|-23 18 00|2024-03-13 21:38:29.647|2024-03-13 21:48:44.057|2024-03-13 21:40:41.969|TGF         |     1.0000|
|bn241227927 |SFLARE24122792|18 27 32.2|-23 17 06|2024-12-27 22:12:33.746|2024-12-27 22:22:48.156|2024-12-27 22:14:51.540|SFLARE      |     1.0000|
|bn241228338 |SFLARE24122833|18 29 21.4|-23 15 52|2024-12-28 08:03:45.309|2024-12-28 08:13:59.719|2024-12-28 08:06:04.191|SFLARE      |     1.0000|
|bn241228621 |SFLARE24122862|18 30 37.0|-23 14 58|2024-12-28 14:52:39.718|2024-12-28 15:02:54.130|2024-12-28 14:54:55.209|SFLARE      |     1.0000|
|bn241228925 |SFLARE24122892|18 31 57.6|-23 13 58|2024-12-28 22:10:19.755|2024-12-28 22:20:34.166|2024-12-28 22:12:38.078|SFLARE      |     1.0000|
|bn241229006 |SFLARE24122900|18 32 19.2|-23 13 42|2024-12-29 00:06:13.856|2024-12-29 00:16:28.267|2024-12-29 00:08:27.490|SFLARE      |     1.0000|
|bn241229144 |SFLARE24122914|18 32 55.7|-23 13 13|2024-12-29 03:24:40.404|2024-12-29 03:34:46.624|2024-12-29 03:26:51.927|SFLARE      |     1.0000|
|bn241229265 |SFL241229265  |18 33 27.8|-23 12 48|2024-12-29 06:18:48.877|2024-12-29 06:29:03.288|2024-12-29 06:21:07.215|SFLARE      |     1.0000|
|bn241229473 |SFL241229473  |18 34 23.0|-23 12 03|2024-12-29 11:18:12.981|2024-12-29 11:28:27.393|2024-12-29 11:20:27.448|SFLARE      |     1.0000|
|bn241229533 |SFL241229533  |18 34 39.1|-23 11 50|2024-12-29 12:45:45.092|2024-12-29 12:55:51.311|2024-12-29 12:47:56.294|SFLARE      |     1.0000|
|bn241229710 |SFLARE24122971|18 35 26.2|-23 11 10|2024-12-29 17:00:52.650|2024-12-29 17:10:26.099|2024-12-29 17:03:05.996|SFLARE      |     1.0000|
|bn241229772 |SFLARE24122977|18 35 42.7|-23 10 56|2024-12-29 18:29:42.264|2024-12-29 18:39:56.674|2024-12-29 18:31:59.546|SFLARE      |     1.0000|
|bn241229799 |SFLARE24122979|18 35 49.7|-23 10 50|2024-12-29 19:07:37.224|2024-12-29 19:17:51.635|2024-12-29 19:09:53.258|SFLARE      |     1.0000|
|bn241213599 |SFLARE24121359|17 24 00.5|-23 10 42|2024-12-13 14:21:00.490|2024-12-13 14:30:25.748|2024-12-13 14:23:12.524|SFLARE      |     1.0000|
|bn241229909 |SFLARE24122990|18 36 19.0|-23 10 25|2024-12-29 21:46:54.227|2024-12-29 21:57:08.637|2024-12-29 21:49:09.397|SFLARE      |     1.0000|
|bn241213473 |SFLARE24121347|17 23 27.1|-23 10 13|2024-12-13 11:18:53.106|2024-12-13 11:29:07.516|2024-12-13 11:21:05.908|SFLARE      |     1.0000|
|bn241229978 |SFLARE24122997|18 36 37.2|-23 10 09|2024-12-29 23:25:24.534|2024-12-29 23:35:38.944|2024-12-29 23:27:37.336|SFLARE      |     1.0000|
|bn241230030 |SFLARE24123003|18 36 51.1|-23 09 57|2024-12-30 00:41:28.888|2024-12-30 00:51:43.298|2024-12-30 00:43:42.010|SFLARE      |     1.0000|
|bn241230172 |SFLARE24123017|18 37 28.8|-23 09 23|2024-12-30 04:06:00.568|2024-12-30 04:16:12.692|2024-12-30 04:08:12.780|SFLARE      |     1.0000|
|bn241230187 |SFLARE24123018|18 37 32.9|-23 09 20|2024-12-30 04:26:54.857|2024-12-30 04:37:09.268|2024-12-30 04:29:06.699|SFLARE      |     1.0000|
|bn241230251 |SFL241230251  |18 37 49.9|-23 09 04|2024-12-30 05:59:52.344|2024-12-30 06:10:06.755|2024-12-30 06:02:08.635|SFLARE      |     1.0000|
|bn241230264 |SFL241230264  |18 37 53.3|-23 09 01|2024-12-30 06:17:42.333|2024-12-30 06:27:56.744|2024-12-30 06:20:00.287|SFLARE      |     1.0000|
|bn241213152 |SFLARE24121315|17 22 01.9|-23 08 57|2024-12-13 03:36:24.327|2024-12-13 03:46:38.738|2024-12-13 03:38:38.505|SFLARE      |     1.0000|
|bn241213137 |SFLARE24121313|17 21 58.1|-23 08 54|2024-12-13 03:14:58.888|2024-12-13 03:25:13.298|2024-12-13 03:17:17.482|SFLARE      |     1.0000|
|bn241213019 |SFLARE24121301|17 21 26.6|-23 08 25|2024-12-13 00:24:29.241|2024-12-13 00:34:43.651|2024-12-13 00:26:45.435|SFLARE      |     1.0000|
|bn241212877 |SFLARE24121287|17 20 49.0|-23 07 50|2024-12-12 21:00:00.062|2024-12-12 21:10:14.472|2024-12-12 21:02:12.160|SFLARE      |     1.0000|
|bn241212735 |SFLARE24121273|17 20 11.8|-23 07 15|2024-12-12 17:36:40.294|2024-12-12 17:46:54.704|2024-12-12 17:38:55.464|SFLARE      |     1.0000|
|bn241230718 |SFLARE24123071|18 39 53.8|-23 07 09|2024-12-30 17:11:37.958|2024-12-30 17:21:44.177|2024-12-30 17:13:49.704|SFLARE      |     1.0000|
|bn241230777 |SFLARE24123077|18 40 09.4|-23 06 54|2024-12-30 18:36:50.065|2024-12-30 18:47:04.475|2024-12-30 18:39:08.435|SFLARE      |     1.0000|
|bn241212220 |SFLARE24121222|17 17 55.4|-23 05 01|2024-12-12 05:15:02.415|2024-12-12 05:25:16.826|2024-12-12 05:17:18.545|SFLARE      |     1.0000|
|bn241211653 |SFLARE24121165|17 15 25.4|-23 02 27|2024-12-11 15:38:38.623|2024-12-11 15:48:44.843|2024-12-11 15:40:49.954|SFLARE      |     1.0000|
|bn241211486 |SFLARE24121148|17 14 41.3|-23 01 39|2024-12-11 11:38:06.277|2024-12-11 11:48:20.687|2024-12-11 11:40:22.471|SFLARE      |     1.0000|
|bn241211420 |SFLARE24121142|17 14 24.0|-23 01 20|2024-12-11 10:02:57.310|2024-12-11 10:13:11.720|2024-12-11 10:05:16.096|SFLARE      |     1.0000|
|bn241211251 |SFLARE24121125|17 13 39.1|-23 00 31|2024-12-11 05:59:34.843|2024-12-11 06:09:49.254|2024-12-11 06:01:50.141|SFLARE      |     1.0000|
|bn241210458 |SFL241210458  |17 10 09.6|-22 56 30|2024-12-10 10:56:38.075|2024-12-10 11:06:52.486|2024-12-10 10:58:50.686|SFLARE      |     1.0000|
|bn241209978 |SFLARE24120997|17 08 03.1|-22 53 57|2024-12-09 23:26:08.638|2024-12-09 23:36:23.048|2024-12-09 23:28:23.328|SFLARE      |     1.0000|
